GENE.ID	log2FC	ADJ.PVAL
ENSG00000248383	-0.0867307546907391	0.0017769637790504534
ENSG00000204961	-0.0867307546907391	0.5936924635364412
ENSG00000204963	-0.0867307546907391	0.5936924635364412
ENSG00000243232	-0.0867307546907391	0.6089347180880091
ENSG00000250120	-0.0867307546907391	0.9181113062820482
ENSG00000249158	-0.0867307546907391	0.954327574119176
ENSG00000204962	-0.0866716969734271	0.6058983191712096
ENSG00000204967	-0.0864988192932463	0.5886401297669448
ENSG00000240654	-0.18925363386237	0.0015514953977789434
ENSG00000145113	0.212976050985669	0.002067330119445817
ENSG00000251548	-0.0884286577776543	0.0015514953977789434
ENSG00000113396	-0.0888935764232664	0.8222513288611795
ENSG00000178467	-0.0782594883397409	0.7744595983305241
ENSG00000074657	0.084549075473191	0.6489063254432493
ENSG00000041982	0.080408675824844	0.6663105191015539
ENSG00000184220	0.0802847764990956	0.10296195978478118
ENSG00000162598	0.0821811386270994	0.4057669431698425
ENSG00000261042	-0.0815615279646162	0.954327574119176
ENSG00000138162	-0.0772230336105661	0.6663105191015539
ENSG00000012048	0.101578763377145	0.6489063254432493
ENSG00000167522	0.0696083451917019	0.6663105191015539
ENSG00000273217	-0.0741833654142756	0.0015514953977789434
ENSG00000186231	0.0711792569500772	0.6663105191015539
ENSG00000158560	0.0799881107380228	0.0015514953977789434
ENSG00000112303	-0.0695253387058026	0.008553524902142607
ENSG00000249884	0.0715516027498504	0.20815709372838562
ENSG00000105538	0.0616875328480519	0.8005693171748964
ENSG00000272743	0.0777630118899357	0.1891772190834232
ENSG00000239920	-0.112598724153676	0.5758538282806321
ENSG00000139915	-0.079479583021915	0.002067330119445817
ENSG00000177570	-0.0846286617597455	0.6737358445099009
ENSG00000092200	0.0612803434940907	0.19354576727115955
ENSG00000213514	0.0772038360013202	0.1892892104577798
ENSG00000170745	0.137278086859059	0.8222513288611795
ENSG00000244055	0.153205955085735	0.13364947913638925
ENSG00000204941	0.0828682128655064	0.15224005510283856
ENSG00000198753	-0.0734204982727298	0.20411507742544552
ENSG00000082996	0.0876359241620135	0.004346148025813049
ENSG00000141655	-0.0660203987450063	0.6663105191015539
ENSG00000260184	-0.144885543478964	0.970811555887374
ENSG00000228224	0.104936261715927	0.9391037942423931
ENSG00000184343	-0.0696132485890027	0.12759251403396235
ENSG00000273201	-0.0559535615571396	0.0028873348674938863
ENSG00000051825	0.0588433136748797	0.45899437016661876
ENSG00000078319	-0.100536975712871	0.002067330119445817
ENSG00000104093	0.0562149880155297	0.17982140864948237
ENSG00000265264	-0.115993924249631	0.6080236839768012
ENSG00000273020	0.0938850576712353	0.9055931398137534
ENSG00000111215	-0.0548809390367682	0.008465451588057235
ENSG00000148840	0.0711987118160854	0.004423293498560716
ENSG00000105866	-0.051972333570933	0.7921688807972418
ENSG00000204969	-0.0485131815631242	0.6080236839768012
ENSG00000127980	-0.0523681182607497	0.8755672155342584
ENSG00000108423	0.0669546303206066	0.3375248172049131
ENSG00000229018	-0.121520355058896	0.6663105191015539
ENSG00000132669	-0.0652010486858919	0.41222315574375745
ENSG00000185842	0.0493237833927245	0.002506993743288042
ENSG00000103540	0.0469909754094166	0.9735763714193357
ENSG00000258969	-0.0657475492093124	0.6663105191015539
ENSG00000185215	-0.115707996006692	0.1891772190834232
ENSG00000176771	-0.047916485478103	0.5148457074960996
ENSG00000259965	-0.11291019940794	0.6663105191015539
ENSG00000243244	-0.0427534172588369	0.6663105191015539
ENSG00000257545	0.0425958873221336	0.6663105191015539
ENSG00000188388	-0.0828486460999643	0.763500190883084
ENSG00000140009	-0.0568909363320525	0.6314109174930309
ENSG00000162946	-0.0793797366407398	0.00110604362061367
ENSG00000160767	-0.0382687273929289	0.00110604362061367
ENSG00000235721	-0.0778406731898598	0.7224727651352342
ENSG00000158987	-0.0531577196533402	0.011395225247151673
ENSG00000237298	0.0888687029939012	0.970811555887374
ENSG00000070444	-0.0345247889316364	0.0510623813315699
ENSG00000186704	0.0754130117651946	0.002067330119445817
ENSG00000265479	0.0754130117651946	0.7113743835176108
ENSG00000116106	-0.034808960691439	0.7040728799590759
ENSG00000271011	0.0444027923692772	0.0017515827463982095
ENSG00000234814	0.0362094561715387	0.7960321913750448
ENSG00000160746	0.033093420742119	0.9212047620508668
ENSG00000262666	0.0358078590772	0.0015514953977789434
ENSG00000144504	0.0290769539739012	0.5751943820344044
ENSG00000110693	-0.0285538787300901	0.006277234932652745
ENSG00000137571	-0.0262752340487108	0.8254790785555076
ENSG00000249209	0.0372832730286838	0.03442271764827248
ENSG00000182957	0.0566840997746412	0.739139470076434
ENSG00000197321	0.0264679639429933	0.450967500193908
ENSG00000183091	0.0223348931168901	0.6132386398012651
ENSG00000115561	-0.0247539182754347	0.8254790785555076
ENSG00000166169	-0.0195308060539394	0.8925343143991349
ENSG00000231686	-0.013953101845319	0.8258808840863315
ENSG00000111785	-0.014281740234375	0.005748717853084991
ENSG00000122008	0.0142581701218844	0.002383830110036473
ENSG00000130775	0.0133844037128593	0.6663105191015539
ENSG00000254101	-0.027685828176764	0.7320164997109416
ENSG00000151967	-0.018520677860605	0.8755672155342584
ENSG00000122696	0.0268617507046577	0.005148271325964059
ENSG00000180116	-0.0112996016966397	0.9733641063180558
ENSG00000163359	-0.0108433124215712	0.6058983191712096
ENSG00000204179	-0.0249275992259226	0.954327574119176
ENSG00000186322	0.0227748402213905	0.3072123209576766
ENSG00000180287	0.021676718244093	0.002067330119445817
ENSG00000054654	0.00806376491533192	0.7964267881521814
ENSG00000251333	0.0160938097357296	0.8925343143991349
ENSG00000138039	0.00642180195514382	0.610083668231003
ENSG00000185811	0.0047425977955631	0.970811555887374
ENSG00000224597	-0.00723904458699051	0.2138448528789737
ENSG00000047932	-0.00646312819388666	0.0015514953977789434
ENSG00000241837	-0.00711110000281401	0.04495399155764633
ENSG00000168995	0.000716149638501849	0.7040728799590759
